,Importer,WeightKG,Exporter,ValPerKG,ord,min_ord
2579,Tunisia,79720,Oman,0.207259847,22,22
2580,Tunisia,40000,Sweden,0.600473375,23,23
2581,Tunisia,34495,Norway,0.872492332,24,24
2582,Tunisia,26370,Turkey,0.1637,25,25
2583,Tunisia,22000,Hungary,0.529092805,26,26
2584,Tunisia,21715,Chile,0.226084734,27,27
2585,Tunisia,20765,Estonia,0.545220744,28,28
2586,Tunisia,20634,Australia,0.782121377,29,29
2587,Turkey,20673671.5,Germany,0.514251227,1,1
2588,Turkey,13740659.5,Belgium,0.443404571,2,2
2589,Turkey,5078083.5,Netherlands,0.570263402,3,3
2590,Turkey,4407741,U.A Emirates,0.636885257,4,4
2591,Turkey,3493485.71,Portugal,0.335799612,5,5
2592,Turkey,1461380,Austria,0.516879079,6,6
2593,Turkey,1425553.5,United Kingdom,0.858557089,7,7
2594,Turkey,1163190,Tunisia,0.61904706,8,8
2595,Turkey,1052650.633,Finland,0.84341015,9,9
2596,Turkey,914537.907,Sweden,0.493891445,10,10
2597,Turkey,877209,Spain,0.908519773,11,11
2598,Turkey,764454.5,France,0.314624081,12,12
2599,Turkey,740640.5,USA,1.181708003,13,13
2600,Turkey,627408.5,Italy,0.508967958,14,14
2601,Turkey,578767.5,Norway,0.600974123,15,15
2602,Turkey,545613,Ireland,0.82076348,16,16
2603,Turkey,528270,Cyprus,0.195900806,17,17
2604,Turkey,515375,Greece,0.360116614,18,18
2605,Turkey,503508.5,Croatia,0.251508404,19,19
2606,Turkey,473634,Poland,0.662613475,20,20
2607,Turkey,457627,Czechia,0.253577001,21,21
2608,Turkey,428108,China,0.569308121,22,22
2609,Turkey,363402,Slovakia,0.353122311,23,23
2610,Turkey,330519,Denmark,0.626480754,24,24
2611,Turkey,272228.5,Hungary,0.563814957,25,25
2612,Turkey,197520.05,Lithuania,0.367404273,26,26
2613,Turkey,184290,Bulgaria,1.257890046,27,27
2614,Turkey,105070,Pakistan,0.357810326,28,28
2615,Turkey,92740,Libya,0.177916757,29,29
2616,Turkey,89535,South Korea,0.678652445,30,30
2617,Turkey,87024.6985,Canada,1.091044071,31,31
2618,Turkey,84981,Australia,0.596921964,32,32
2619,Turkey,82137,Lebanon,0.779086325,33,33
2620,Turkey,49050,Yemen,0.3,34,34
2621,Turkey,43474,Serbia,0.388301054,35,35
2622,Turkey,28820,Luxembourg,0.727841256,36,36
2623,Turkey,25545,Oman,0.604452335,37,37
2624,Turkey,23748,Morocco,1.489838892,38,38
2625,Turkey,22270,Estonia,0.415292281,39,39
2626,Turkey,21410,Iraq,0.390387106,40,40
2627,Turkmenistan,297227,Turkey,0.857688671,1,1
2628,Uganda,7872688,India,0.979917616,1,1
2629,Uganda,7397234,China,1.035706197,2,2
2630,Uganda,5592268,Poland,1.015254539,3,3
2631,Uganda,3783209.46,Canada,1.06175283,4,4
2632,Uganda,2506546.5,Pakistan,0.944997266,5,5
2633,Uganda,2155119,Germany,1.276274539,6,6
2634,Uganda,1804722,Malaysia,0.996077489,7,7
2635,Uganda,1772419,USA,0.955191363,8,8
2636,Uganda,1277274.1,Australia,1.018204399,9,9
2637,Uganda,660937,U.A Emirates,1.1291348,10,10
2638,Uganda,481689.725,Oman,1.026828625,11,11
2639,Uganda,416066,Belgium,1.490013742,12,12
2640,Uganda,353570,Turkey,0.998088073,14,14
2641,Uganda,326542,Netherlands,1.031146101,15,15
2642,Uganda,308217,Philippines,0.647869003,16,16
2643,Uganda,231900,Japan,0.111582363,17,17
2644,Uganda,152741.5,South Korea,1.16490317,18,18
2645,Uganda,125181,Latvia,1.595413266,19,19
2646,Uganda,81115,Bulgaria,1.726908611,20,20
2647,Uganda,65444,Italy,1.136668039,21,21
2648,Uganda,55641,Thailand,1.002304655,22,22
2649,Uganda,54145,Morocco,1.913766924,23,23
2650,Uganda,53542.125,Singapore,1.018865573,24,24
2651,Uganda,44480,Georgia,0.990445144,25,25
2652,Uganda,38626,Hungary,1.081334442,26,26
2653,Uganda,36179.5,Saudi Arabia,0.837507472,27,27
2654,Uganda,30576.5,Hong Kong,1.002943295,28,28
2655,Uganda,28500,Lithuania,1.36445614,29,29
2656,Uganda,26000,Togo,0.45083,30,30
2657,Uganda,24300,Spain,1.149530035,31,31
2658,Ukraine,36729799.9,Poland,1.381421527,1,1
2659,Ukraine,30665974,United Kingdom,1.385314715,2,2
2660,Ukraine,17568565,Switzerland,1.141753538,3,3
2661,Ukraine,13674566.65,Germany,1.369002714,4,4
2662,Ukraine,3317645.45,Lithuania,2.046939527,5,5
2663,Ukraine,2301987.215,USA,4.96655478,6,6
2664,Ukraine,2257218.7,Hungary,1.404982187,7,7
2665,Ukraine,1368265.05,Belgium,1.437793785,8,8
2666,Ukraine,1228708.5,Sweden,1.52977431,9,9
2667,Ukraine,1074130.625,Netherlands,1.399249482,10,10
2668,Ukraine,834849,Denmark,0.653764616,11,11
2669,Ukraine,783771.5,Austria,0.983399652,12,12
2670,Ukraine,733035.5,Czechia,1.196027513,13,13
2671,Ukraine,499511,Estonia,1.392959565,14,14
2672,Ukraine,310712.45,Slovakia,1.011626161,15,15
2673,Ukraine,210256.5,Norway,1.066785954,16,16
2674,Ukraine,171370,Luxembourg,1.146730167,17,17
2675,Ukraine,152487.946,Israel,1.121400114,18,18
2676,Ukraine,133513.55,Italy,1.453048966,19,19
2677,Ukraine,127533,Georgia,1.468446517,20,20
2678,Ukraine,99301.5,Bulgaria,1.463862741,21,21
2679,Ukraine,63556.5,Ireland,1.456666324,22,22
2680,Ukraine,54082.1,Russian Federation,2.802941417,23,23
2681,Ukraine,47468.538,Canada,1.154863887,24,24
2682,Ukraine,45461.55,Turkey,1.32070549,25,25
2683,Ukraine,25452.36,China,1.518434939,26,26
2684,Ukraine,20744.5,Greece,0.757821243,27,27
2685,U.A Emirates,45875944.5,Australia,0.420877111,1,1
2686,U.A Emirates,34684457.5,United Kingdom,0.565753224,2,2
2687,U.A Emirates,31161302.74,USA,0.607505321,3,3
2688,U.A Emirates,15527917.5,Spain,0.349810182,4,4
2689,U.A Emirates,14134791,India,0.640447374,5,5
2690,U.A Emirates,10481594.5,Germany,0.448687064,6,6
2691,U.A Emirates,9202631.5,Netherlands,0.507273838,7,7
2692,U.A Emirates,8659339.5,Belgium,0.40925044,8,8
2693,U.A Emirates,7499723.5,Turkey,0.348469903,9,9
2694,U.A Emirates,7152220.5,China,0.932356026,10,10
2695,U.A Emirates,6978760,France,0.422310745,11,11
2696,U.A Emirates,6516292.417,Canada,0.785613777,12,12
2697,U.A Emirates,6390794,Portugal,0.317051738,13,13
2698,U.A Emirates,5389360,Italy,0.39568821,15,15
2699,U.A Emirates,4778683.5,Pakistan,0.505727616,16,16
2700,U.A Emirates,3815405,Oman,0.281374673,17,17
2701,U.A Emirates,2829380,Bahrain,0.434720574,18,18
2702,U.A Emirates,2103725.5,Cyprus,0.521903283,19,19
2703,U.A Emirates,1957382,Greece,0.350689886,20,20
2704,U.A Emirates,1554580.5,South Korea,0.479417071,21,21
2705,U.A Emirates,1254735.5,Qatar,0.428495545,22,22
2706,U.A Emirates,1164598,Bulgaria,0.39453458,23,23
2707,U.A Emirates,1125112,Philippines,0.287688071,24,24
2708,U.A Emirates,839618,Singapore,0.751945572,25,25
2709,U.A Emirates,833721.5,Poland,0.423546041,26,26
2710,U.A Emirates,745134.5,Malaysia,0.372778158,27,27
2711,U.A Emirates,528878.8,Hungary,0.529470527,28,28
2712,U.A Emirates,496517,Ireland,0.655936506,29,29
2713,U.A Emirates,427486,Denmark,0.485760378,30,30
2714,U.A Emirates,354452.5,Malta,0.46004093,31,31
2715,U.A Emirates,331658.5,Tunisia,0.516029804,32,32
2716,U.A Emirates,306315.5,Kuwait,1.112555428,33,33
2717,U.A Emirates,235926.5,Japan,0.50320706,34,34
2718,U.A Emirates,224325,Czechia,0.256586782,35,35
2719,U.A Emirates,216779,Slovakia,0.306626747,36,36
2720,U.A Emirates,177181.439,Sweden,0.394026036,37,37
2721,U.A Emirates,160720,Serbia,0.312948417,38,38
2722,U.A Emirates,148901,Morocco,0.651376948,39,39
2723,U.A Emirates,129778,Norway,0.428098884,40,40
2724,U.A Emirates,104303.25,Slovenia,0.375713685,41,41
2725,U.A Emirates,86883,Iraq,0.628384499,43,43
2726,U.A Emirates,81416,Switzerland,0.525259009,44,44
2727,U.A Emirates,67508.5,Romania,0.290701783,45,45
2728,U.A Emirates,58039.6,Russian Federation,0.629504722,46,46
2729,U.A Emirates,54226,CuraÁao,0.552170619,47,47
2730,U.A Emirates,50600,Trinidad and Tobago,0.35090854,48,48
2731,U.A Emirates,49758,Iceland,0.386944731,49,49
2732,U.A Emirates,49660,Luxembourg,0.388405981,50,50
2733,U.A Emirates,48535,Chile,0.370930936,51,51
2734,U.A Emirates,48475,Togo,0.437484126,52,52
2735,U.A Emirates,44256.5,Angola,0.627412431,53,53
2736,U.A Emirates,38760,Paraguay,0.489251187,54,54
2737,U.A Emirates,34870.75,Cambodia,1.015546328,55,55
2738,U.A Emirates,34020.85,Latvia,0.227658931,56,56
2739,U.A Emirates,27133.7,Lithuania,0.280387025,57,57
2740,U.A Emirates,26700,Austria,0.569758445,58,58
2741,U.A Emirates,24533,Dominican Rep.,40.75245468,59,59
2742,U.A Emirates,23830,Lebanon,1.15922119,60,60
2743,U.A Emirates,20470.189,Jordan,0.962169611,61,61
2744,U.A Emirates,20029.2,Saudi Arabia,1.404512212,62,62
2745,U.A Emirates,20013.62,United Rep. of Tanzania,1.486220384,63,63
2746,United Kingdom,15653397.1,U.A Emirates,3.438871517,1,1
2747,United Kingdom,6966097,Ireland,0.873170217,2,2
2748,United Kingdom,1446143,Netherlands,0.332881478,3,3
2749,United Kingdom,955088.5,Pakistan,1.359752185,4,4
2750,United Kingdom,591318.876,USA,13.07874512,5,5
2751,United Kingdom,468158.5,Hong Kong,4.463138865,6,6
2752,United Kingdom,461904.837,Canada,3.499874854,7,7
2753,United Kingdom,330639.5,Poland,1.735325834,8,8
2754,United Kingdom,307930,Italy,6.657591592,9,9
2755,United Kingdom,276437,Germany,0.676345865,10,10
2756,United Kingdom,270765.5,India,7.192461696,11,11
2757,United Kingdom,213798,Belgium,0.238094337,12,12
2758,United Kingdom,170454.5,Tunisia,0.603179224,13,13
2759,United Kingdom,167662.5,Japan,49.45349384,14,14
2760,United Kingdom,108391,China,11.52122888,15,15
2761,United Kingdom,106968,France,10.51226,16,16
2762,United Kingdom,99657,Nigeria,4.068120427,17,17
2763,United Kingdom,91209.5,Thailand,5.20884355,18,18
2764,United Kingdom,74944,Dominican Rep.,2.658910858,19,19
2765,United Kingdom,59059.5,Norway,1.248066531,20,20
2766,United Kingdom,57648.5,United Kingdom,21.84029832,21,21
2767,United Kingdom,56169.5,Hungary,1.441064239,22,22
2768,United Kingdom,48303,Saudi Arabia,11.71178401,24,24
2769,United Kingdom,42755.3175,Israel,8.946558656,25,25
2770,United Kingdom,41422,Australia,17.90796336,26,26
2771,United Kingdom,38643.2685,Portugal,10.3759435,27,27
2772,United Kingdom,36719.955,Switzerland,6.923807805,28,28
2773,United Kingdom,31361.05,South Africa,5.182361667,29,29
2774,United Kingdom,30008.5,Ukraine,3.282494645,30,30
2775,United Kingdom,29426,Russian Federation,14.4986863,31,31
2776,United Kingdom,26799.5,Kuwait,3.629760525,32,32
2777,United Kingdom,26079,Lithuania,6.118486138,33,33
2778,United Kingdom,21985.5,Singapore,15.53124301,34,34
2779,United Rep. of Tanzania,31504965.5,China,1.212671814,1,1
2780,United Rep. of Tanzania,13927928.5,Pakistan,1.000765654,2,2
2781,United Rep. of Tanzania,8787702,USA,0.916227034,3,3
2782,United Rep. of Tanzania,7851732.5,U.A Emirates,1.259241506,4,4
2783,United Rep. of Tanzania,7506059.5,South Korea,1.415863599,5,5
2784,United Rep. of Tanzania,3760400,Poland,1.171942278,6,6
2785,United Rep. of Tanzania,3477139.279,Canada,1.177725857,7,7
2786,United Rep. of Tanzania,2670285,India,1.190476817,8,8
2787,United Rep. of Tanzania,1206867.5,Germany,1.221858643,9,9
2788,United Rep. of Tanzania,891848,Czechia,0.460711773,11,11
2789,United Rep. of Tanzania,673970,Australia,0.859012485,12,12
2790,United Rep. of Tanzania,612586.5,United Kingdom,1.240105549,13,13
2791,United Rep. of Tanzania,532951,Turkey,0.955173786,14,14
2792,United Rep. of Tanzania,502233.5,Hong Kong,1.134282437,15,15
2793,United Rep. of Tanzania,409521,Malaysia,0.903092619,16,16
2794,United Rep. of Tanzania,297876,Oman,0.521261345,17,17
2795,United Rep. of Tanzania,295300,France,0.813947214,18,18
2796,United Rep. of Tanzania,245481,United Rep. of Tanzania,2.200742271,19,19
2797,United Rep. of Tanzania,219903.05,Belgium,1.184510096,20,20
2798,United Rep. of Tanzania,157508.5,Japan,1.075144828,21,21
2799,United Rep. of Tanzania,149493.5,Italy,1.414958988,22,22
2800,United Rep. of Tanzania,125591.5,Burundi,0.99802955,23,23
2801,United Rep. of Tanzania,101568,Honduras,1.217768096,24,24
2802,United Rep. of Tanzania,77121,Spain,1.224936937,25,25
2803,United Rep. of Tanzania,64083.5,Portugal,0.993165392,26,26
2804,United Rep. of Tanzania,46562.913,Thailand,1.195415247,27,27
2805,United Rep. of Tanzania,45600,Angola,0.706140351,28,28
2806,United Rep. of Tanzania,38223.5,Lebanon,0.961960918,29,29
2807,United Rep. of Tanzania,25500,Ukraine,0.209923705,30,30
2808,United Rep. of Tanzania,24750,Singapore,1.149191152,31,31
2809,United Rep. of Tanzania,23813,Hungary,1.22,32,32
2810,United Rep. of Tanzania,23556,Kenya,1.186868905,33,33
2811,United Rep. of Tanzania,22415,Slovakia,1.220700424,34,34
2812,US Minor Outlying Islands,25590.616,Canada,1.120335321,1,1
2813,Uruguay,1413231.993,Chile,1.120335322,1,1
2814,Uruguay,85308.2,USA,0.450698163,2,2
2815,Uruguay,63309.9,Cambodia,0.840463901,3,3
2816,USA,6992299.232,U.A Emirates,0.960122144,1,1
2817,USA,6054115,Pakistan,0.913561823,2,2
2818,USA,1536381.676,Canada,0.988857954,3,3
2819,USA,509773.045,Honduras,0.743473433,4,4
2820,USA,417739,France,2.249640731,5,5
2821,USA,361472,Guatemala,0.777731856,6,6
2822,USA,332331.5,Germany,1.7743593,7,7
2823,USA,242556,Thailand,6.612186779,8,8
2824,USA,221335.5,India,1.975203946,9,9
2825,USA,168627.7165,Dominican Rep.,0.94487903,10,10
2826,USA,160362,Turkey,0.616180567,11,11
2827,USA,153513.9875,Bahamas,2.762033141,12,12
2828,USA,149034.5,Japan,3.494625414,13,13
2829,USA,125396.59,Belgium,0.970391181,14,14
2830,USA,121035,Tunisia,0.757145008,15,15
2831,USA,102882.5,China,4.116224934,16,16
2832,USA,90065.98,Israel,1.154863885,17,17
2833,USA,87435.5,United Kingdom,15.16028173,18,18
2834,USA,75199.1,Australia,2.383386707,19,19
2835,USA,53354.389,Chile,1.4866312,20,20
2836,USA,50237,Italy,3.451853295,21,21
2837,USA,46176,Lao People's Dem. Rep.,3.646916147,22,22
2838,USA,43835,Bulgaria,3.67666378,23,23
2839,USA,37426,Hungary,14.10916427,24,24
2840,USA,35913.845,Nicaragua,0.882905484,25,25
2841,USA,34657.16,Finland,4.892156311,26,26
2842,USA,30682,Cambodia,10.23624593,27,27
2843,USA,27293.696,Vietnam,4.592413645,28,28
2844,USA,24120,Netherlands,2.009049436,29,29
2845,USA,21390.82,Philippines,7.056930377,30,30
2846,USA,20417,Kuwait,2.229374554,31,31
2847,USA,20033.863,Panama,2.732431078,32,32
2848,Uzbekistan,212919.3,South Korea,2.589112401,1,1
2849,Uzbekistan,172072.5,Italy,3.913362518,2,2
2850,Uzbekistan,109177.5,Germany,3.537008947,3,3
2851,Uzbekistan,31863.6,Lithuania,1.746510006,4,4
2852,Vanuatu,123368,Australia,1.910763414,1,1
2853,Venezuela,518852,USA,6.404841843,1,1
2854,Venezuela,407135.21,Chile,2.56889511,2,2
2855,Venezuela,313390,Germany,1.092767435,3,3
2856,Venezuela,71742.5,Spain,2.164357516,4,4
2857,Venezuela,66267.5,Belgium,1.048501149,5,5
2858,Venezuela,39725,Cambodia,1.99001888,6,6
2859,Vietnam,92477.015,China,1.440101231,1,1
2860,Vietnam,89225.685,South Korea,1.346004254,2,2
2861,Vietnam,39622.996,Japan,1.576513837,3,3
2862,Yemen,1310765,South Korea,1.277710229,2,2
2863,Yemen,408547,China,0.325621179,3,3
2864,Yemen,305265,Turkey,0.419328988,4,4
2865,Yemen,155006,Poland,1.270656911,5,5
2866,Yemen,137657.5,United Kingdom,1.305136337,6,6
2867,Yemen,135778.5,India,1.838398478,7,7
2868,Yemen,51266.5,U.A Emirates,0.491614062,9,9
2869,Yemen,47710,Pakistan,0.404005954,10,10
2870,Yemen,27074,Oman,0.493871391,11,11
2871,Yemen,25714,Philippines,0.739719155,12,12
2872,Yemen,21560,Belgium,0.39031526,14,14
2873,Yemen,21381,USA,1.870288625,15,15
2874,Zambia,3179279.5,China,1.173482193,1,1
2875,Zambia,1771801,Pakistan,1.544717774,2,2
2876,Zambia,1546425,Lithuania,0.925618045,3,3
2877,Zambia,1339690,Turkey,1.525937344,4,4
2878,Zambia,1242849,U.A Emirates,1.191769986,5,5
2879,Zambia,1173321,USA,1.230776184,6,6
2880,Zambia,1070178.5,India,1.501780705,7,7
2881,Zambia,713527,Poland,1.46615822,8,8
2882,Zambia,550956.5,Netherlands,1.623750737,9,9
2883,Zambia,499961,Germany,1.486835127,10,10
2884,Zambia,415162.5,Italy,1.046537891,11,11
2885,Zambia,332503.3985,Canada,1.243339277,12,12
2886,Zambia,304725,Estonia,0.34570546,13,13
2887,Zambia,179826.5,United Kingdom,1.026257974,14,14
2888,Zambia,173892,Hungary,1.398096066,15,15
2889,Zambia,102782.5,South Korea,1.293848397,16,16
2890,Zambia,84673,Angola,0.873979013,17,17
2891,Zambia,82748,Malawi,1.515309678,18,18
2892,Zambia,74087.3,Belgium,1.439791574,19,19
2893,Zambia,74024,Latvia,0.862874293,20,20
2894,Zambia,70075,Japan,0.87112652,21,21
2895,Zambia,65006.5,Hong Kong,1.534491107,22,22
2896,Zambia,59480,Togo,1.469839301,23,23
2897,Zambia,55000,Malaysia,1.167450309,24,24
2898,Zambia,51899,Singapore,1.37181069,25,25
2899,Zambia,48000,Spain,1.982834975,26,26
2900,Zambia,45676,Honduras,1.707043699,27,27
2901,Zambia,29700,Eswatini,1.829137306,28,28
2902,Zambia,26804.467,Thailand,1.344283676,29,29
2903,Zambia,26099.7,Ukraine,1.304597218,30,30
2904,Zambia,22906,Slovakia,0.92580695,31,31
2905,Zambia,21140,Morocco,1.548107143,32,32
2906,Zambia,20921.5,Bulgaria,1.139467374,33,33
2907,Zimbabwe,209457,USA,1.549117573,1,1
2908,Zimbabwe,102015.14,South Africa,1.214752008,2,2
2909,Zimbabwe,72731,Italy,0.766269115,3,3
2910,Zimbabwe,68328.265,Zambia,2.258936278,4,4
2911,Zimbabwe,42800,Japan,1.315507834,5,5
2912,Zimbabwe,24299,Poland,0.705296514,6,6
